,compound_name,canonical_smiles,BBclass
3725,Unknown,CC(=O)O[C@@H]1C[C@H]2C(COC(=O)CC(C)C)=CO[C@@H](OC(=O)CC(C)C)[C@@H]2[C@]12CO2,BBB-
3726,Unknown,CCCCOC[C@H](CN1C(=O)N(C[C@H](COCCCC)OC(N)=O)C(=O)[C@@](CC)(c2ccccc2)C1=O)OC(N)=O,BBB-
3727,Unknown,C[C@H]1C[C@H]2[C@H]3C[C@H](F)C4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@H](O)C[C@@]2(C)[C@H]1C(=O)CO,BBB-
3728,Unknown,C[C@H]1C[C@H]2[C@H]3C[C@H](F)C4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@H](O)C[C@@]2(C)[C@H]1C(=O)COC(=O)C(C)(C)C,BBB-
3729,Unknown,COc1ccc2c3c1O[C@H]1[C@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@]341,BBB-
3730,Unknown,CN1CC[C@](C)(CN2c3ccccc3Sc3ccccc32)C1,BBB-
3731,Unknown,C[C@@H](Cc1ccccc1)N(C)C,BBB-
3732,Unknown,O=C1CN2C(=O)CC[C@H]2N1,BBB-
3733,Unknown,CCCCCCCCC[C@@]1(C)OC[C@@H](COC(N)=O)O1,BBB-
3734,Unknown,CO[C@@]12CC[C@@]3(C[C@H]1C(C)(C)O)[C@H]1Cc4ccc(O)c5c4[C@]3(CCN1CC1CC1)[C@@H]2O5,BBB-
3735,Unknown,C[C@@]12N[C@@H](Cc3ccccc31)c1ccccc12,BBB-
3736,Unknown,CCCC(=O)O[C@]1(C(C)=O)CCC[C@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@H]3[C@H](O)C[C@]21C,BBB-
3737,Unknown,COc1cc2c(cc1OC)C(=O)[C@H](CC1CCN(Cc3ccccc3)CC1)C2,BBB-
3738,Unknown,O=C(NCCc1ccc(O)c(O)c1)[C@]12CC3C[C@H](C[C@H](C3)C1)C2,BBB-
3739,Unknown,CCN1C[C@@H](CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O,BBB-
3740,Unknown,CNCC[C@@H](Oc1cccc2ccccc12)c1cccs1,BBB-
3741,Unknown,CCC(=O)N(c1ccc(Cl)c(Cl)c1)[C@H]1CCC[C@H]1N(C)C,BBB-
3742,Unknown,C/C=C(/CC)C(=O)NC(N)=O,BBB-
3743,Unknown,Cc1nccn1[C@@H](C)c1ccccc1,BBB-
3744,Unknown,CN(C)CC/C=C1/c2ccccc2CNc2cc(Cl)ccc21,BBB-
3745,Unknown,COc1ccccc1N1CCN(C[C@H](O)COc2cc(OC)c(OC)c(OC)c2)CC1,BBB-
3746,Unknown,CCN(CC)C(=O)[C@@H]1[C@H](C(=O)N(CC)CC)[C@@H]2C=C[C@@H]1C2,BBB-
3747,Unknown,CC(=O)[C@@H]1CC[C@@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@H]3[C@@H](O)C[C@@]21C,BBB-
3748,Unknown,FC(F)OC(F)(F)[C@@H](F)Cl,BBB-
3749,Unknown,C[C@H]1O[C@@]2(CCCC[C@H]2Oc2cccc(Cl)c2)NC1=O,BBB-
3750,Unknown,CCN1CCC[C@H]1CNC(=O)c1cc(C(C)=O)ccc1OC,BBB-
3751,Unknown,CCNC1=Nc2ccc(Cl)cc2[C@H](c2ccccc2)S1,BBB-
3752,Unknown,CCO[C@@H]1c2ccccc2C(=O)N(C)c2ccccc21,BBB-
3753,Unknown,C#C[C@](O)(C=CCl)CC,BBB-
3754,Unknown,CCCCNC[C@H]1COc2cccc(OCC)c2O1,BBB-
3755,Unknown,CCOC(=O)[C@H]1N=C(c2ccccc2F)c2cc(Cl)ccc2NC1=O,BBB-
3756,Unknown,CCNC1=Nc2ccc(Cl)cc2[C@](C)(c2ccccc2)O1,BBB-
3757,Unknown,CC[C@H](C(N)=O)N1CCCC1=O,BBB-
3758,Unknown,CCN(CC)S(=O)(=O)N[C@H]1C[C@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,BBB-
3759,Unknown,OCCOCCOCCN1CCN([C@@H](c2ccccc2)c2ccc(Cl)cc2)CC1,BBB-
3760,Unknown,CCC[C@@](C)(O)[C@H]1C[C@]23C=C[C@@]1(OC)[C@H]1Oc4c(O)ccc5c4[C@@]12CCN(C)[C@@H]3C5,BBB-
3761,Unknown,CC[C@]1(c2ccccc2)OC[C@H]([C@H]2CCCCN2)O1,BBB-
3762,Unknown,CCc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2,BBB-
3763,Unknown,CCCCOC[C@@H](CN1C(=O)NC(=O)[C@](CC)(c2ccccc2)C1=O)OC(N)=O,BBB-
3764,Unknown,COc1ccc(OC[C@H]2CN(C)CC[C@H]2c2ccccc2)cc1,BBB-
3765,Unknown,CC[C@@H](C(=O)OCCN1CCO[C@@H](c2ccccc2)[C@@H]1C)c1ccccc1,BBB-
3766,Unknown,CCN[C@H]1[C@H]2CC[C@@H](C2)[C@H]1c1ccccc1,BBB-
3767,Unknown,CCCC/N=C(/c1cc(Cl)ccc1O)c1ccccc1Cl,BBB-
3768,Unknown,C1=CCC2=C3C(=NC2=C1)CCN[C@H]3Cc1ccccc1,BBB-
3769,Unknown,CC[C@H]1C(=O)NC(=O)[C@@]1(C)c1ccccc1,BBB-
3770,Unknown,C[C@H]1NC(=O)CO[C@H]1c1ccccc1,BBB-
3771,Unknown,CCNC1=NC(=O)[C@H](c2ccccc2)O1,BBB-
3772,Unknown,CC(C)(O)C[C@@](C)(O)c1ccc(Cl)cc1,BBB-
3773,Unknown,CC(C)(C)NC[C@H](O)c1ccccc1F,BBB-
3774,Unknown,CS(=O)(=O)c1ccc([C@H](O)[C@@H](CF)NC(=O)C(Cl)Cl)cc1,BBB-
3775,Unknown,CC(=O)OCC(=O)[C@@]12N=C(C)O[C@H]1C[C@H]1[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@H](O)C[C@]12C,BBB-
3776,Unknown,COc1ccc(S(N)(=O)=O)cc1C(=O)NC[C@H]1CCCN1Cc1ccc(F)cc1,BBB-
3777,Unknown,CC1(C)O[C@H]2C[C@H]3[C@H]4C[C@H](F)C5=CC(=O)C=C[C@@]5(C)[C@@]4(Cl)[C@H](Cl)C[C@@]3(C)[C@]2(C(=O)CO)O1,BBB-
3778,Unknown,C[C@@]12CCC(=O)C=C1CC[C@H]1[C@H]3CC[C@@](O)(C(=O)CO)[C@]3(C)C[C@H](O)[C@@]12F,BBB-
3779,Unknown,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@H]3CCC4=CC(=O)CC[C@@]4(C)[C@@]3(F)[C@H](O)C[C@]21C,BBB-
3780,Unknown,COC(OC)C(=O)[C@@]12OC(C)(C)O[C@H]1C[C@H]1[C@H]3C[C@H](F)C4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@H](O)C[C@]12C,BBB-
3781,Unknown,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@H]1C[C@H]1[C@H]3C[C@H](F)C4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@H](O)C[C@]12C,BBB-
3782,Unknown,CCCCOC(=O)C(=O)[C@H]1[C@H](C)C[C@H]2[C@H]3C[C@H](F)C4=CC(=O)C=C[C@@]4(C)[C@H]3[C@H](O)C[C@]21C,BBB-
3783,Unknown,CCCCCC(=O)OCC(=O)[C@H]1[C@H](C)C[C@H]2[C@H]3C[C@H](F)C4=CC(=O)C=C[C@@]4(C)[C@H]3[C@H](O)C[C@]21C,BBB-
3784,Unknown,CC(=O)O[C@@]1(C(C)=O)CC[C@@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@]3(F)[C@@H](O)C[C@@]21C,BBB-
3785,Unknown,O=C1CN2CCO[C@@]2(c2ccccc2F)c2cc(Cl)ccc2N1CCO,BBB-
3786,Unknown,CN1C(=O)[C@H](O)N=C(c2ccccc2F)c2cc(Cl)ccc21,BBB-
3787,Unknown,C[C@H]1C[C@H]2[C@H]3C[C@H](F)C4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@H](O)C[C@@]2(C)[C@@]1(O)C(=O)SCF,BBB-
3788,Unknown,CCC(=O)O[C@@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@H]3C[C@H](F)C4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@H](O)C[C@]21C,BBB-
3789,Unknown,CCOC(=O)c1cncn1[C@H](C)c1ccc(F)cc1,BBB-
3790,Unknown,O[C@@H](CCCN1CCc2c(c3cc(F)ccc3n2-c2ccc(F)cc2)C1)c1ccc(F)cc1,BBB-
3791,Unknown,CC(C)n1c(/C=C/[C@H](O)C[C@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,BBB-
3792,Unknown,COCCCC/C(=N/OCCN)c1ccc(C(F)(F)F)cc1,BBB-
3793,Unknown,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@H]1C[C@H]1[C@H]3CC(C=O)=C4C=C(OCCCl)CC[C@@]4(C)[C@@]3(F)[C@H](O)C[C@]12C,BBB-
3794,Unknown,C[C@H]1O[C@H]1P(=O)(O)O,BBB-
3795,Unknown,O=C1OCC[C@@H]1C1(O)CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,BBB-
3796,Unknown,CC(=C(CCO)SSC[C@H]1CCCO1)N(C=O)Cc1cnc(C)nc1N,BBB-
3797,Unknown,CC(=O)[C@H]1CC[C@H]2[C@H]3CC[C@H]4C[C@@](C)(O)CC[C@@]4(C)[C@H]3CC[C@@]12C,BBB-
3798,Unknown,CC[C@@]12CCN(CC3CC3)[C@@H](Cc3ccc(O)cc31)C2(C)C,BBB-
3799,Unknown,COc1cc2c3c(c1O)C1(C=CC(=O)C=C1)C[C@@H]3N(C)CC2,BBB-
3800,Unknown,CC1(C)O[C@H]2C[C@H]3[C@H]4CCC5=CC(=O)CC[C@@]5(C)[C@@]4(F)[C@H](O)C[C@@]3(C)[C@]2(C(=O)CCl)O1,BBB-
3801,Unknown,C[C@H]1C[C@H]2[C@H]3C[C@H](F)C4=CC(=O)C=C[C@@]4(C)[C@@]3(Cl)[C@H](F)C[C@@]2(C)[C@H]1C(=O)CO,BBB-
3802,Unknown,CC(=O)OCC(=O)[C@]1(OC(C)=O)CC[C@H]2[C@H]3C[C@H](F)C4=CC(=O)C(Br)=C[C@@]4(C)[C@@]3(F)[C@H](O)C[C@]21C,BBB-
3803,Unknown,FC(F)(F)[C@@H](Cl)Br,BBB-
3804,Unknown,O=C1CN2CCO[C@@]2(c2ccccc2F)c2cc(Br)ccc2N1,BBB-
3805,Unknown,CC(=O)Oc1ccc2c3c1O[C@H]1[C@H](OC(C)=O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]341,BBB-
3806,Unknown,CCCCC[C@H](N)C(O)(c1ccccc1)c1ccccc1,BBB-
3807,Unknown,CN1[C@H]2CC[C@H]1CC(OC(=O)[C@H](O)c1ccccc1)C2,BBB-
3808,Unknown,CC[C@@](C)(O)[C@H]1C[C@]23C=C[C@@]1(OC)[C@H]1Oc4c(OC)ccc5c4[C@@]12CCN(CC1CC1)[C@@H]3C5,BBB-
3809,Unknown,CC(C)(CO)[C@H](O)C(=O)NCCCC(=O)O,BBB-
3810,Unknown,CCN(CC)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@H]3CCC4=CC(=O)CC[C@@]4(C)[C@H]3[C@H](O)C[C@]21C,BBB-
3811,Unknown,CCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@H]3CCC4=CC(=O)CC[C@@]4(C)[C@H]3[C@H](O)C[C@]21C,BBB-
3812,Unknown,C[C@]12C[C@H](O)[C@@H]3[C@@H](CCC4=CC(=O)CC[C@]43C)[C@H]1CC[C@@]2(O)C(=O)COC(=O)CCC1CCCC1,BBB-
3813,Unknown,C[C@]12C[C@H](O)[C@@H]3[C@@H](CCC4=CC(=O)CC[C@]43C)[C@H]1CC[C@@]2(O)C(=O)COC(=O)CCC(=O)O,BBB-
3814,Unknown,CCCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@H]3CCC4=CC(=O)CC[C@@]4(C)[C@H]3[C@H](O)C[C@]21C,BBB-
3815,Unknown,CN1CC[C@@]23c4c5ccc(O)c4O[C@H]2[C@H](O)CC[C@@]3(O)[C@H]1C5,BBB-
3816,Unknown,CC[C@@](Br)(C(N)=O)C(C)C,BBB-
3817,Unknown,Cc1cccc(O[C@H]2CCNC[C@@H]2O)c1C,BBB-
3818,Unknown,CN[C@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,BBB-
3819,Unknown,C1=Cc2cccc(OC[C@@H]3CNCCO3)c2C1,BBB-
3820,Unknown,CN(C)CC[C@]1(c2ccccc2)C=Cc2ccccc21,BBB-
3821,Unknown,C[C@@]12C=CC(=O)C=C1CC[C@H]1[C@H]3CC[C@@](O)(C(=O)CO)[C@]3(C)C[C@H](O)[C@@]12F,BBB-
3822,Unknown,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@H](O)C[C@]21C,BBB-
3823,Unknown,CCC[C@H]1O[C@H]2C[C@H]3[C@H]4C[C@H](F)C5=CC(=O)C=C[C@@]5(C)[C@@]4(F)[C@H](O)C[C@@]3(C)[C@]2(C(=O)O[C@H](C)OC(=O)OCC)O1,BBB-
3824,Unknown,C=C[C@@H]1CNCC[C@@H]1CCCc1ccnc2ccc(OC)cc12,BBB-
3825,Unknown,CN[C@]1(c2ccccc2Cl)CCCCC1=O,BBB-
3826,Unknown,C[C@H]1[C@@H]2C(=O)c3ccc(O)cc3[C@]1(C)CCN2CC1CC1,BBB-
3827,Unknown,C[C@@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1,BBB-
3828,Unknown,O=C(CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13)c1ccccc1,BBB-
3829,Unknown,CCN(CC)C(=O)N[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@@H]2N(C)C1,BBB-
3830,Unknown,COc1ccc(Cl)c2c1CCC[C@H]2N(C)C,BBB-
3831,Unknown,O=C1Nc2ccc(Cl)nc2C(c2ccccc2Cl)=N[C@@H]1O,BBB-
3832,Unknown,CN1C(=O)[C@H](O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21,BBB-
3833,Unknown,O=C1C[C@H]2c3cc(Cl)ccc3O[C@]3(CCNC[C@@H]23)N1,BBB-
3834,Unknown,COC1=CC(=O)O[C@H]1[C@H](O)c1ccccc1Cl,BBB-
3835,Unknown,CCOC(=O)O[C@]1(C(=O)OCCl)CC[C@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@H]3[C@H](O)C[C@]21C,BBB-
3836,Unknown,CN1c2cc(F)ccc2C(c2ccccc2)=NC[C@H]1CNC(=O)c1ccoc1,BBB-
3837,Unknown,O[C@@]1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21,BBB-
3838,Unknown,CN1CCN(CC(=O)[C@@]2(O)CC[C@H]3[C@H]4CCC5=CC(=O)C=C[C@@]5(C)[C@H]4[C@H](O)C[C@]32C)CC1,BBB-
3839,Unknown,C[C@@H](NN)c1ccccc1,BBB-
3840,Unknown,CC[C@H](C)C(C)(COC(N)=O)COC(N)=O,BBB-
3841,Unknown,C[C@H]1N=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2NC1=O,BBB-
3842,Unknown,CNC(=O)N[C@H](O)C(Cl)(Cl)Cl,BBB-
3843,Unknown,CCCC(=O)OCC(=O)[C@@]1(OC(=O)CCC)[C@H](C)C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@@]3(Cl)[C@H](Cl)C[C@]21C,BBB-
3844,Unknown,C[C@H]1C[C@@H]2[C@@H]([C@@H](O)C[C@@]3(C)[C@@H]2CC[C@H]3C(=O)O)[C@@]2(C)CCC(=O)C=C12,BBB-
3845,Unknown,C[C@]12C[C@@H]3CC(N)(C1)C[C@@](C)(C3)C2,BBB-
3846,Unknown,COc1ccccc1OC[C@H]1CNC(=O)O1,BBB-
3847,Unknown,COc1ccc2c(c1)[C@](O)(CCCN(C)C)c1ccccc1S2,BBB-
3848,Unknown,c1ccc2c(c1)Sc1ccccc1N2C[C@@H]1CN2CCC1CC2,BBB-
3849,Unknown,CN1CCCC[C@H]1CCN1c2ccccc2Sc2ccc(S(C)=O)cc21,BBB-
3850,Unknown,CN1C[C@H](NS(=O)(=O)N(C)C)C[C@H]2c3cccc4c3c(cn4C)C[C@H]21,BBB-
3851,Unknown,CC(C)(O)[C@@](C)(O)c1cccc(Cl)c1,BBB-
3852,Unknown,CN[C@H](C)Cc1ccccc1,BBB-
3853,Unknown,CCC[C@H](C)C1(CCSC)C(=O)NC(=S)NC1=O,BBB-
3854,Unknown,C=CC[C@]1([C@@H](C)C#CCC)C(=O)NC(=O)N(C)C1=O,BBB-
3855,Unknown,CC1=CC[C@H]2[C@H]3Cc4ccc(O)c5c4[C@]2(CN3C)[C@H]1O5,BBB-
3856,Unknown,CN1CC[C@@]23c4c5ccc(O)c4O[C@H]2[C@@](C)(O)CC[C@H]3[C@H]1C5,BBB-
3857,Unknown,C#C[C@](C)(O)CC,BBB-
3858,Unknown,C[C@H]1C[C@@H]2[C@@H]([C@@H](O)C[C@@]3(C)[C@@H]2CC[C@@]3(O)C(=O)COC(=O)CCC(=O)O)[C@@]2(C)C=CC(=O)C=C12,BBB-
3859,Unknown,CN1CC[C@@]23c4c5ccc(O)c4O[C@@]2(C)C(=O)CC[C@H]3[C@H]1C5,BBB-
3860,Unknown,COC(=O)[C@@H]1[C@@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@@H]2C[C@H](OC)[C@@H]1OC,BBB-
3861,Unknown,CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@@H](CC[C@H]3C[C@H](O)CC(=O)O3)[C@H]21,BBB-
3862,Unknown,C[C@H]1CO[C@@]2(c3ccccc3Cl)c3cc(Cl)ccc3NC(=O)CN12,BBB-
3863,Unknown,Clc1ccc(CO[C@@H](Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,BBB-
3864,Unknown,CCO[C@H]1C[C@@]2(C)[C@@H](CC[C@@H]3[C@H]2[C@H](N(C)C)C[C@@]2(C)[C@@H]3CC[C@H]2C(C)=O)C[C@@H]1O,BBB-
3865,Unknown,CN1[C@H]2CC[C@H]1CC(NC(=O)c1cn(C3CCCCC3)c3ccccc3c1=O)C2,BBB-
3866,Unknown,CN1CCN2c3ncccc3Cc3ccccc3[C@H]2C1,BBB-
3867,Unknown,C[C@H]1C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@@]3(Cl)[C@H](O)C[C@@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl,BBB-
3868,Unknown,CN1CC[C@@]23c4c5ccc(O)c4O[C@H]2[C@H](O)C=C[C@H]3[C@H]1C5,BBB-
3869,Unknown,C[C@]1(c2ccccc2)CC(=O)N(CN2CCOCC2)C1=O,BBB-
3870,Unknown,O=C1N[C@@H]2CCCCN2C12CCN(CCCN1c3ccccc3CCc3ccc(Cl)cc31)CC2,BBB-
3871,Unknown,CNC(=O)O[C@H]1OC(=O)[C@@H]2[C@H]1[C@@H]1C=C[C@@H]2C1,BBB-
3872,Unknown,CCCCCCCCCCCCCC(=O)O[C@H]1C=C[C@H]2[C@H]3Cc4ccc(OCc5ccccc5)c5c4[C@]2(CCN3C)[C@@H]1O5,BBB-
3873,Unknown,CCCCC[C@H](C)[C@H](C)c1cc(OC(=O)CCCN2CCCCCC2)c2c(c1)OC(C)(C)C1=C2C[C@H](C)CC1,BBB-
3874,Unknown,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)[C@H]1CCC(=O)C[C@@H]21,BBB-
3875,Unknown,C[C@@]12C=CC(=O)C=C1CC[C@H]1[C@H]3C[C@H]4Cc5ccccc5C[C@@]4(C(=O)CO)[C@]3(C)C[C@H](O)[C@@]12F,BBB-
3876,Unknown,Oc1ccc2c3c1O[C@@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@@]314,BBB-
3877,Unknown,C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@]2(CCN3CC2CC2)[C@H]1O5,BBB-
3878,Unknown,CC(C)=CCN1CC[C@@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,BBB-
3879,Unknown,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@]2(CCN3CC2CC2)[C@H]1O5,BBB-
3880,Unknown,C[C@@H](Oc1cccc2ccccc12)C(N)=NO,BBB-
3881,Unknown,C[C@@H](CCN1CCN(c2ccc(F)cc2)CC1)NC(=O)c1cccnc1,BBB-
3882,Unknown,C/C=C/[C@@H]1O[C@@]2(C(=O)COC(=O)c3ccncc3)CC[C@@]3(O1)[C@@H]1CCC4=CC(=O)CC[C@@]4(C)[C@H]1[C@@H](O)C[C@]23C,BBB-
3883,Unknown,CN1CC[C@@]23c4c5ccc(OC(=O)c6cccnc6)c4O[C@H]2[C@H](OC(=O)c2cccnc2)C=C[C@H]3[C@H]1C5,BBB-
3884,Unknown,CC[C@H](C)[C@@](C)(COC(N)=O)COC(=O)NC(C)C,BBB-
3885,Unknown,CNCC[C@@H](Oc1ccccc1OC)c1ccccc1,BBB-
3886,Unknown,C#C[C@]1(O)CC[C@H]2[C@H]3CCC4=Cc5c(cnn5-c5ccc(F)cc5)C[C@@]4(C)[C@@H]3CC[C@@]21C,BBB-
3887,Unknown,CN1Cc2c(N)cccc2[C@H](c2ccccc2)C1,BBB-
3888,Unknown,Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)NCC3,BBB-
3889,Unknown,Oc1ccc2c3c1O[C@@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)NCC[C@@]314,BBB-
3890,Unknown,COc1ccc2c(c1OC)C(=O)O[C@H]2[C@@H]1c2c(cc3c(c2OC)OCO3)CCN1C,BBB-
3891,Unknown,Clc1ccc2c(c1)/C(=C\[C@H]1CN3CCC1CC3)c1ccccc1S2,BBB-
3892,Unknown,CCCCCC[C@H](C)NN,BBB-
3893,Unknown,CNCC/C=C1/c2ccccc2[C@H]2C[C@H]2c2ccccc21,BBB-
3894,Unknown,O=C(CN1CC[C@H](c2ccc(F)cc2)[C@H](COc2ccc3c(c2)OCO3)C1)c1ccc(F)cc1,BBB-
3895,Unknown,Cc1ncc([N+](=O)[O-])n1C[C@H](O)CCl,BBB-
3896,Unknown,CC(C)N1CCO[C@H](c2cccc(C(F)(F)F)c2)C1,BBB-
3897,Unknown,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=N[C@@H]1O,BBB-
3898,Unknown,C[C@@H](Cc1ccccc1)[N@@+](C)([O-])Cc1ccccc1,BBB-
3899,Unknown,NC(=O)CN1C[C@H](O)CC1=O,BBB-
3900,Unknown,C[C@@]12C=CC(=O)[C@H]1C(=O)CC[C@@H]1[C@H]2[C@@H](O)C[C@@]2(C)[C@@H]1CC[C@@]2(O)C(=O)CO,BBB-
3901,Unknown,N[C@@H](Cc1c[nH]c2ccc(O)cc12)C(=O)O,BBB-
3902,Unknown,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@@]314,BBB-
3903,Unknown,CN1CC[C@@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,BBB-
3904,Unknown,CC(C)CCC(=O)C[C@@H]1c2ccccc2C(=O)N1c1ccc2ccc(Cl)nc2n1,BBB-
3905,Unknown,COc1ccc(N2C[C@@H](CN3CCC(O)(c4ccc5c(c4)OCO5)CC3)OC2=O)cc1,BBB-
3906,Unknown,Nc1cc(OCC2CC2)c(C(=O)N[C@H]2CN3CCC2CC3)cc1Cl,BBB-
3907,Unknown,C[C@H]1O[C@H](C)O[C@@H](C)O1,BBB-
3908,Unknown,CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@H]3C[C@H](F)C4=CC(=O)C=C[C@@]4(C)[C@H]3[C@H](O)C[C@]21C,BBB-
3909,Unknown,Fc1ccc([C@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,BBB-
3910,Unknown,O=C(C[C@@H]1c2ccccc2C(=O)N1c1ccc2ccc(Cl)nc2n1)N1CCC2(CC1)OCCO2,BBB-
3911,Unknown,NC1=NC(=O)[C@H](c2ccccc2)O1,BBB-
3912,Unknown,CC([C@H](C)OC(N)=O)[C@@H](C)OC(N)=O,BBB-
3913,Unknown,CCCCCN[C@]12C=CC(=O)[C@H]3Oc4c(O)ccc5c4[C@@]31CCN(C)[C@@H]2C5,BBB-
3914,Unknown,CC(C)=CCN1CC[C@]2(C)c3cc(O)ccc3C[C@@H]1[C@@H]2C,BBB-
3915,Unknown,CCCN1C[C@@H](CSC)C[C@H]2c3cccc4[nH]cc(c34)C[C@H]21,BBB-
3916,Unknown,O[C@@H](OCC(CO[C@H](O)C(Cl)(Cl)Cl)(CO[C@H](O)C(Cl)(Cl)Cl)CO[C@H](O)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,BBB-
3917,Unknown,C[C@H]1[C@H]2Cc3ccc(O)cc3[C@@]1(C)CCN2CCc1ccccc1,BBB-
3918,Unknown,CC[C@@H](C(=O)NC(N)=O)c1ccccc1,BBB-
3919,Unknown,C[C@H]1NCCO[C@H]1c1ccccc1,BBB-
3920,Unknown,C[C@@H](COc1ccccc1)NN,BBB-
3921,Unknown,CN1C(=O)C[C@H](c2ccccc2)C1=O,BBB-
3922,Unknown,CC(=O)Nc1ccc(OC(=O)[C@H]2CCC(=O)N2)cc1,BBB-
3923,Unknown,OCCC1CCN(CC/C=C2/c3ccc(F)cc3Sc3ccc(C(F)(F)F)cc32)CC1,BBB-
3924,Unknown,CCc1c(C)[nH]c2c1C(=O)[C@@H]1CN(C)CC[C@@H]1C2,BBB-
3925,Unknown,CN(C)CC[C@@]1(C)OCCC2=C1Cc1ccccc12,BBB-
3926,Unknown,Cc1ccc2c(c1)c1c3n2CCN[C@H]3CCC1,BBB-
3927,Unknown,CC(C)(C)C(=O)O[C@H]1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,BBB-
3928,Unknown,O=C1NC(=O)C(C[C@H]2CCCCN2)(c2ccccc2)C(=O)N1,BBB-
3929,Unknown,CCOC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@H]3[C@H](O)C[C@]21C,BBB-
3930,Unknown,CCN(CC)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@H]3[C@H](O)C[C@]21C,BBB-
3931,Unknown,CCCCCCCCCCCCCCCCCC(=O)OCC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@H]3[C@H](O)C[C@]21C,BBB-
3932,Unknown,CC(C)(C)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@H]3[C@H](O)C[C@]21C,BBB-
3933,Unknown,C[C@]12CC(=O)[C@@H]3[C@@H](CCC4=CC(=O)C=C[C@]43C)[C@H]1CC[C@@]2(O)C(=O)CO,BBB-
